,UUID,Name,Manufacturer,Protocols Referenced,Verified
663246,RSXhCZIBPBHhf-iF_tFx,enspire multimode,PerkinElmer,30,No
574117,_SXhCZIBPBHhf-iF9U2f,sodium phosphate monobasic monohydrate,Thermo Fisher Scientific,30,No
759804,kDLiCZIBPBHhf-iFu6HD,pmod 4,PMOD Technologies,30,No
871367,GyPhCZIBPBHhf-iFxqA-,automacs rinsing solution,Miltenyi Biotec,30,No
759829,vSfiCZIBPBHhf-iFHEbi,spss amos 23,IBM,30,No
610897,KyjiCZIBPBHhf-iFK0BJ,fmt 4000,PerkinElmer,30,No
213531,pifiCZIBPBHhf-iFJuOr,ab233706,Abcam,30,No
607019,qSbiCZIBPBHhf-iFBBlO,dulbecco s modified eagle s medium dmem,PAN Biotech,30,No
743143,uiThCZIBPBHhf-iF4oxq,digital sight ds u2,Nikon,30,No
576107,KyXhCZIBPBHhf-iF-ImW,revertaid first strand cdna synthesis,Thermo Fisher Scientific,30,No
870653,XSPhCZIBPBHhf-iFvIyP,unmethylated lambda dna,Promega,30,No
574106,yiPhCZIBPBHhf-iFxp4-,viia 7 qpcr system,Thermo Fisher Scientific,30,No
599037,ciThCZIBPBHhf-iF4n5p,sirna reagent system,Santa Cruz Biotechnology,30,No
793595,zi7iCZIBPBHhf-iFiKil,ethanolamine,Thermo Fisher Scientific,30,No
761601,7CXhCZIBPBHhf-iF_s5x,skyra system,Siemens,30,No
841174,XSfiCZIBPBHhf-iFJvOt,pegasus ht time of flight mass spectrometer,Leco,30,No
599570,fSThCZIBPBHhf-iF4o1q,phospho fak,Cell Signaling Technology,30,No
724124,-yPhCZIBPBHhf-iFqz-b,bicinchoninic acid bca protein assay kit,Solarbio,30,No
214510,YCjiCZIBPBHhf-iFLVGb,ab97240,Abcam,30,No
576135,CiXhCZIBPBHhf-iF_sNw,genejet plasmid maxiprep kit,Thermo Fisher Scientific,30,No
869760,tCPhCZIBPBHhf-iFvHKL,8 isoprostane elisa kit,Cayman Chemical,30,No
798403,mSfiCZIBPBHhf-iFHFnk,cell lysis buffer 2,R&D Systems,30,No
868888,ZyPhCZIBPBHhf-iFtFnL,e cadherin 20874 1 ap,Proteintech,30,No
608315,TybiCZIBPBHhf-iFBz0b,paraplast x tra,Merck Group,30,No
893069,RCPhCZIBPBHhf-iFxpg9,superdex 200 increase column,Cytiva,30,No
662179,MSXhCZIBPBHhf-iF_rRu,mg132 hy 13259,MedChemExpress,30,No
575650,kSbiCZIBPBHhf-iFBAdM,escherichia coli trans1 t1,Transgene,30,No
641229,7SziCZIBPBHhf-iFZjiw,ecl chemiluminescent substrate reagent kit,Thermo Fisher Scientific,30,No
598087,wCThCZIBPBHhf-iF3mSt,uflc xr system,Shimadzu,30,No
724312,EyriCZIBPBHhf-iFU_hF,intercalator ir,Standard BioTools,30,No
723458,HCbiCZIBPBHhf-iFD4ii,gfp lc3,Addgene,30,No
239001,cibiCZIBPBHhf-iFFcyG,hasmc,Lonza,30,No
755829,sCXhCZIBPBHhf-iF-HCT,pcdna6.2 gw emgfp mir vector,Thermo Fisher Scientific,30,No
207838,UJoPdZQB1-hLfrUPfjYT,sum149,American Type Culture Collection,30,No
872491,JiPhCZIBPBHhf-iFy8Hi,l glutamine,R&D Systems,30,No
820143,gCjiCZIBPBHhf-iFKyRG,aanalyst 300,PerkinElmer,30,No
598028,2SThCZIBPBHhf-iF3mKt,luminex 100,Bio-Rad,30,No
598027,1CThCZIBPBHhf-iF3mKt,scanasyst fluid,Bruker,30,No
208051,cyLhCZIBPBHhf-iFeOcs,sybr green qpcr mix,Sparkjade,30,No
600644,OyThCZIBPBHhf-iF56tx,zic hilic column,Merck Group,30,No
110864,2SThCZIBPBHhf-iF1Ry6,kpni hf,New England Biolabs,30,No
641231,7CziCZIBPBHhf-iFZjyw,facs staining buffer,BD,30,No
688620,ByPhCZIBPBHhf-iFqymZ,logiq book xp,GE Healthcare,30,No
756192,ryPhCZIBPBHhf-iF0f81,statistical product and service solutions software,IBM,30,No
607269,KibiCZIBPBHhf-iFBCFP,cobra 2,Hewlett-Packard,30,No
742714,iSThCZIBPBHhf-iF3l-t,aavpro titration kit,Takara Bio,30,No
688607,xyPhCZIBPBHhf-iFqySY,biograph pet ct scanner,Siemens,30,No
756247,3CThCZIBPBHhf-iF7vrp,bi 200sm goniometer,Brookhaven Instruments,30,No
839913,gyPhCZIBPBHhf-iFvICN,β glucan,Merck Group,30,No
208350,hiThCZIBPBHhf-iF2jWe,ab63856,Abcam,30,No
208365,EiThCZIBPBHhf-iF2juf,ab1191,Abcam,30,No
723527,PSfiCZIBPBHhf-iFIYfA,m199 medium,Lonza,30,No
872334,_CPhCZIBPBHhf-iFy7zh,pu 4180,Jasco,30,No
893055,-CbiCZIBPBHhf-iFBCVQ,delta vision imaging system,Cytiva,30,No
662216,5iXhCZIBPBHhf-iF_rRu,ant bl 1,InvivoGen,30,No
598020,jSThCZIBPBHhf-iF3mKt,monobond plus,Ivoclar Vivadent,30,No
483480,EyThCZIBPBHhf-iF0QE1,picopure kit,Thermo Fisher Scientific,30,No
755808,LibiCZIBPBHhf-iFFd2I,igg2b,Thermo Fisher Scientific,30,No
744149,ryfiCZIBPBHhf-iFIZnC,cd106,BD,30,No
723323,LSPhCZIBPBHhf-iFxrVB,rabbit anti gfp,Santa Cruz Biotechnology,30,No
744220,JyPhCZIBPBHhf-iFvHWL,dld 1,Merck Group,30,No
744214,yyXhCZIBPBHhf-iF7gLq,human epidermal growth factor,Thermo Fisher Scientific,30,No
601047,vCThCZIBPBHhf-iF57Zy,rag2 mice,Taconic Biosciences,30,No
648832,miPhCZIBPBHhf-iFnQ4x,hm525,Thermo Fisher Scientific,30,No
610092,fibiCZIBPBHhf-iFDXEd,flow count beads,Beckman Coulter,30,No
793309,VSbiCZIBPBHhf-iFBygY,human plasma fibronectin,Thermo Fisher Scientific,30,No
744190,lSThCZIBPBHhf-iF7v_q,smz 10,Nikon,30,No
600983,xyThCZIBPBHhf-iF57Ry,cd206,R&D Systems,30,No
744170,tyThCZIBPBHhf-iF7v3p,axiovert 200 fluorescent microscope,Zeiss,30,No
793315,DCXhCZIBPBHhf-iF-5eC,endothelial cell medium (ecm),Thermo Fisher Scientific,30,No
207300,wJoPdZQB1-hLfrUPWy5R,rec 1,American Type Culture Collection,30,No
238645,HSbiCZIBPBHhf-iFGPkK,cw0103,CWBIO,30,No
872622,SSPhCZIBPBHhf-iFy8Xi,il 18,Santa Cruz Biotechnology,30,No
575571,pSThCZIBPBHhf-iF68-B,lrs fortessa,BD,30,No
487287,2J3FHJMBdNj1hjtA5ZmE,zr fungal bacterial dna kit,Zymo Research,30,No
600923,HCThCZIBPBHhf-iF57Ny,protein a sepharose beads,Santa Cruz Biotechnology,30,No
207453,UpoPdZQB1-hLfrUPp1Am,sw626,American Type Culture Collection,30,No
724366,iyniCZIBPBHhf-iFRPZo,annexin 5 fitc apoptosis detection kit,Immunostep,30,No
723392,SiviCZIBPBHhf-iFV0D4,isolated pulse stimulator model 2100,A-M Systems,30,No
744125,3yXhCZIBPBHhf-iF9U-f,nh4no3,Merck Group,30,No
842002,PiniCZIBPBHhf-iFO0us,uc30 camera,Olympus,30,No
597983,qiThCZIBPBHhf-iF3mGt,fv3000rs confocal microscope,Olympus,30,No
833620,SibiCZIBPBHhf-iFEqdF,wizard genomic dna purification,Promega,30,No
689209,Q53FHJMBdNj1hjtAk2yB,mini rna isolation 2 kit,Zymo Research,30,No
207592,lyThCZIBPBHhf-iF2kui,pepsin,Sangon,30,No
606820,jybiCZIBPBHhf-iFBBRO,fp 6500 spectrofluorimeter,Jasco,30,No
598003,KSThCZIBPBHhf-iF3mKt,tri reagent kit,Molecular Research Center,30,No
576962,dyXhCZIBPBHhf-iF7g7s,pgstat101,Metrohm,30,No
110684,lCPhCZIBPBHhf-iFqySY,ab92824,Abcam,30,No
869291,SCPhCZIBPBHhf-iFtGXM,streptavidin coated biosensors,Molecular Devices,30,No
111035,SSThCZIBPBHhf-iF2i2d,sanger sequencing,LGC,30,No
742728,4yThCZIBPBHhf-iF3mCt,cfx opus 384 real time pcr system,Bio-Rad,30,No
486488,fiPhCZIBPBHhf-iFy7vh,mrs2500,Bio-Techne,30,No
872065,XyPhCZIBPBHhf-iFxrRA,gs500,Merck Group,30,No
209132,2SXhCZIBPBHhf-iF7gHq,ab6310,Abcam,30,No
756763,wibiCZIBPBHhf-iFDXAd,proxiplate 384 f plus,PerkinElmer,30,No
483711,PSriCZIBPBHhf-iFSlDQ,lipofectamine 200,Thermo Fisher Scientific,30,No
573582,mSThCZIBPBHhf-iF6-GE,spe 2 confocal microscope,Leica,30,No
300687,QCriCZIBPBHhf-iFRhqL,sybr green rt pcr master mix,Thermo Fisher Scientific,30,No
648090,BCLhCZIBPBHhf-iFnfUu,sorvall st 16r centrifuge,Thermo Fisher Scientific,30,No
600367,ryThCZIBPBHhf-iF56Jw,gel doc eq system,Bio-Rad,30,No
794576,7CriCZIBPBHhf-iFRgyK,mitotracker red cmxros dye,Thermo Fisher Scientific,30,No
483735,oSniCZIBPBHhf-iFOSlf,sybr green fast qpcr mix,ABclonal,30,No
762417,fCPhCZIBPBHhf-iFy77h,magnetom avanto scanner,Siemens,30,No
598413,kyThCZIBPBHhf-iF3m2u,gallios instrument,Beckman Coulter,30,No
869532,PCPhCZIBPBHhf-iFvGyJ,3d gene rna extraction reagent,Toray,30,No
427160,AyThCZIBPBHhf-iF7vTo,ncounter assay,NanoString,30,No
762386,QiPhCZIBPBHhf-iFxp0-,ct 80,Scanco,30,No
483697,kSjiCZIBPBHhf-iFN-ce,pma ionomycin,Thermo Fisher Scientific,30,No
209680,lSXhCZIBPBHhf-iF-6eD,phleomycin,Merck Group,30,No
682700,CCPhCZIBPBHhf-iF0fc0,first light digital camera controller,Ametek,30,No
649636,ESfiCZIBPBHhf-iFGiKB,2100 bioanalyzer rna nanochip,Agilent Technologies,30,No
743672,FiThCZIBPBHhf-iF68h_,jsm 6390lv scanning electron microscope,JEOL,30,No
648959,HyPhCZIBPBHhf-iFnRIx,morpheus screen,Molecular Dimensions,30,No
352780,aijiCZIBPBHhf-iFNNbj,gaitrite system,CIR Systems,30,No
871893,aCPhCZIBPBHhf-iFxq9A,fluoview 500 confocal microscope,Olympus,30,No
840579,airiCZIBPBHhf-iFT5oE,buffered peptone water (bpw),HiMedia,30,No
209852,LSXhCZIBPBHhf-iF_stx,lutein,Extrasynthese,30,No
742813,xyThCZIBPBHhf-iF3mqu,percoll density gradient centrifugation,GE Healthcare,30,No
225421,USXhCZIBPBHhf-iF7gvs,cx3cr1 creert2,Jackson ImmunoResearch,30,No
209937,9iXiCZIBPBHhf-iFAdqI,lorlatinib,Selleck Chemicals,30,No
743608,ZyThCZIBPBHhf-iF579z,abi 3730xl analyzer,Thermo Fisher Scientific,30,No
681790,VSriCZIBPBHhf-iFTGzs,xcelligence rtca dp system,Roche,30,No
573586,FCThCZIBPBHhf-iF6-aE,prism v5.0d,GraphPad,30,No
872090,LiPhCZIBPBHhf-iFxrVB,socs3,Abcam,30,No
756299,hSriCZIBPBHhf-iFSDC0,902 automatic analyzer,Hitachi,30,No
598226,iSThCZIBPBHhf-iF3miu,uflc xr,Shimadzu,30,No
239285,_SfiCZIBPBHhf-iFHETi,vybrant cell adhesion assay kit,Thermo Fisher Scientific,30,No
756303,3CfiCZIBPBHhf-iFJNET,dynamight 8841,Instron,30,No
598170,riThCZIBPBHhf-iF3mau,cd3 17a2,BioLegend,30,No
600555,5SThCZIBPBHhf-iF56hw,pdgfr β,Santa Cruz Biotechnology,30,No
629666,rCbiCZIBPBHhf-iFFceF,phusion hf polymerase,New England Biolabs,30,No
756333,ICPhCZIBPBHhf-iFtFnL,spss statistics for windows ver 25,IBM,30,No
793358,RijiCZIBPBHhf-iFMrk6,fluorescent microspheres,Thermo Fisher Scientific,30,No
756337,eCXhCZIBPBHhf-iF-GqT,spss for windows ver 16,IBM,30,No
608289,sCbiCZIBPBHhf-iFBzwb,total protein kit,Merck Group,30,No
743857,viThCZIBPBHhf-iF69qC,discovery v8 stereomicroscope,Zeiss,30,No
483623,2yniCZIBPBHhf-iFOzeq,mouse anti ha,Thermo Fisher Scientific,30,No
743848,WCThCZIBPBHhf-iF69mC,aminolink plus coupling resin,Thermo Fisher Scientific,30,No
869351,GSPhCZIBPBHhf-iFtGfN,bca detection kit,Beyotime,30,No
742753,CCThCZIBPBHhf-iF3mOt,ultraview detection kit,Roche,30,No
662323,TiXhCZIBPBHhf-iF_rdv,cellic ctec3,Novozymes,30,No
625496,4iThCZIBPBHhf-iF1Q25,anti gapdh,Abmart,30,No
840021,aybiCZIBPBHhf-iFB0gc,qstar elite,AB Sciex,30,No
756412,bCfiCZIBPBHhf-iFHEni,model gt3x,ActiGraph,30,No
598245,IyThCZIBPBHhf-iF3mmu,lgr5 egfp ires creert2 mice,Jackson ImmunoResearch,30,No
607229,5ybiCZIBPBHhf-iFBB9P,bl21 de3 plyss,Promega,30,No
208703,VyThCZIBPBHhf-iF4ohq,isoluminol,Merck Group,30,No
208729,oiThCZIBPBHhf-iF4o1q,ab7403,Abcam,30,No
793783,GiThCZIBPBHhf-iF4o9q,exoab cd63a 1,System Biosciences,30,No
872175,oSPhCZIBPBHhf-iFy7fh,tsa plus cyanine 3 system,PerkinElmer,30,No
483664,riXhCZIBPBHhf-iF7g3s,pentaerythritol,Merck Group,30,No
723597,rSLhCZIBPBHhf-iFnfov,series s sensor chip sa,GE Healthcare,30,No
573591,sSThCZIBPBHhf-iF7vfo,lightcycler software 4,Roche,30,No
742770,KCThCZIBPBHhf-iF3mWt,4 6 diamidino 2 phenylindole (dapi),Bioss Antibodies,30,No
575716,QCPhCZIBPBHhf-iFy9Lj,smartsem software,Zeiss,30,No
872124,BiPhCZIBPBHhf-iFy7bg,mouse anti vimentin,Abcam,30,No
650275,4SfiCZIBPBHhf-iFGjSD,sticky slide 6 0,Ibidi,30,No
873560,USLhCZIBPBHhf-iFeO8t,rs 2000 irradiator,Rad Source,30,No
489881,UCniCZIBPBHhf-iFPXbd,hepes,Wisent,30,No
308197,9CjiCZIBPBHhf-iFKAL-,pe cluster kit cbot hs,Illumina,30,No
837913,RSPhCZIBPBHhf-iFxpU9,uh5300 spectrophotometer,Hitachi,30,No
79833,5SThCZIBPBHhf-iF56Rw,rf5000u,Shimadzu,30,No
779284,ViviCZIBPBHhf-iFW2bt,96 well optical bottom plate,Thermo Fisher Scientific,30,No
606406,iybiCZIBPBHhf-iFBAlN,rabbit anti jnk,Cell Signaling Technology,30,No
308507,siniCZIBPBHhf-iFOQ1c,cell proliferation reagent kit 1 mtt,Roche,30,No
186175,aiThCZIBPBHhf-iF1Re6,gentamicin,Mast Group,30,No
843106,zCPhCZIBPBHhf-iFxrNA,genomics platform,10x Genomics,30,No
792880,djLiCZIBPBHhf-iFu47A,alizarin red s,Thermo Fisher Scientific,30,No
83021,dSbiCZIBPBHhf-iFDXAd,ymer n120,Perstorp,30,No
578490,WiniCZIBPBHhf-iFNwoi,any kd mini protean tgx precast gel,Bio-Rad,30,No
718007,kCXiCZIBPBHhf-iFAdmI,ekuseru toukei 2012,Social Survey Research Information,30,No
779351,jyjiCZIBPBHhf-iFLWed,geneart strings dna fragment,Thermo Fisher Scientific,30,No
578504,jyXhCZIBPBHhf-iF-5CB,hrp conjugated anti rabbit antibody,Jackson ImmunoResearch,30,No
578512,VyniCZIBPBHhf-iFQsA8,biotinylated goat anti rabbit igg secondary antibody,Vector Laboratories,30,No
740632,8CXhCZIBPBHhf-iF_rpv,pentanoic acid,Merck Group,30,No
753499,cSThCZIBPBHhf-iF4pVr,rat igg2a,Thermo Fisher Scientific,30,No
659739,xiXhCZIBPBHhf-iF-HiU,collagen 4,BD,30,No
740634,ZCXhCZIBPBHhf-iF_rtv,scanning electron microscopy,Zeiss,30,No
753507,0CbiCZIBPBHhf-iFFdeH,mouse anti brdu,Merck Group,30,No
603525,FCThCZIBPBHhf-iF7vjo,anti tnf α,R&D Systems,30,No
719982,eS7iCZIBPBHhf-iFgiPK,peaq itc instrument,Malvern Panalytical,30,No
753426,TiThCZIBPBHhf-iF4oBp,rip buffer,Merck Group,30,No
740191,AyThCZIBPBHhf-iF3mmu,trypan blue dye,Bio-Rad,30,No
753415,ySThCZIBPBHhf-iF4n1p,insulin transferrin selenium a,Thermo Fisher Scientific,30,No
573918,fyniCZIBPBHhf-iFOSxg,ultracomp beads,Thermo Fisher Scientific,30,No
775692,NSniCZIBPBHhf-iFOzqq,collagenase 4,Solarbio,30,No
753344,MiThCZIBPBHhf-iF3nCv,stbl3 bacteria,Thermo Fisher Scientific,30,No
517348,qiThCZIBPBHhf-iF7vbo,verio system,Siemens,30,No
630899,mibiCZIBPBHhf-iFGOoI,clone 1a4,Agilent Technologies,30,No
874488,OiThCZIBPBHhf-iF69-D,trypan blue stain,Merck Group,30,No
794368,4SbiCZIBPBHhf-iFDWgc,pcr master mix,Ampliqon,30,No
719751,ECbiCZIBPBHhf-iFGPsK,r statistics,R Project for Statistical Computing,30,No
799144,cyXhCZIBPBHhf-iF8ht8,anti h2ax,Cell Signaling Technology,30,No
779172,3CThCZIBPBHhf-iF1Ri6,alexa fluor 488 or 555 conjugated secondary antibody,Thermo Fisher Scientific,30,No
775301,BCniCZIBPBHhf-iFOTBg,quanlynx,Waters Corporation,30,No
843185,giPhCZIBPBHhf-iFy8Di,desk 5,Denton,30,No
794187,mCPhCZIBPBHhf-iFtGXM,nis elements ar 2,Nikon,30,No
753377,ESThCZIBPBHhf-iF6-uF,anti mouse f4 80,Thermo Fisher Scientific,30,No
603618,hSThCZIBPBHhf-iF7vrp,resource s column,GE Healthcare,30,No
821441,kSjiCZIBPBHhf-iFK0hJ,warmstart rtx reverse transcriptase,New England Biolabs,30,No
517982,LyXhCZIBPBHhf-iF8iJ9,zetatrac,Microtrac,30,No
752410,wSbiCZIBPBHhf-iFBzUa,cadmium nitrate,Merck Group,30,No
774923,8SniCZIBPBHhf-iFOSRf,lb983,Berthold Technologies,30,No
605453,MiXiCZIBPBHhf-iFAfGL,anti pakt thr308,Cell Signaling Technology,30,No
235297,tSbiCZIBPBHhf-iFGOwJ,c6885,Merck Group,30,No
608835,bSbiCZIBPBHhf-iFB0oc,lc3 1 2,Abcam,30,No
624458,QyPhCZIBPBHhf-iF0fEz,human il 2,Miltenyi Biotec,30,No
772384,finiCZIBPBHhf-iFROln,ra3 6b2,BD,30,No
605741,DCXiCZIBPBHhf-iFAfmM,wash buffer kit,Qiagen,30,No
753563,NCThCZIBPBHhf-iF56Vw,insulin transferrin selenium ethanolamine,Thermo Fisher Scientific,30,No
122218,-53FHJMBdNj1hjtA0opj,htrf optical module,BMG Labtech,30,No
648559,iSPhCZIBPBHhf-iFnQYw,ftir 8300,Shimadzu,30,No
640982,YCjiCZIBPBHhf-iFN_Uf,abi quantstudio 7 flex real time pcr system,Thermo Fisher Scientific,30,No
574696,ACniCZIBPBHhf-iFQIwK,h 7000 transmission electron microscope,Hitachi,30,No
752195,JiPhCZIBPBHhf-iF0e0y,zinc stearate,Merck Group,30,No
792821,PCPhCZIBPBHhf-iFvHKK,bacto yeast extract,Thermo Fisher Scientific,30,No
248627,2CPhCZIBPBHhf-iFqxqX,pci 34051,Selleck Chemicals,30,No
874389,Ep3FHJMBdNj1hjtA0oZh,polytron pt 2100,Kinematica,30,No
716821,ZCThCZIBPBHhf-iF4n1p,victor 1420,PerkinElmer,30,No
835610,SCjiCZIBPBHhf-iFMqc4,hygromycin b,Nacalai Tesque,30,No
477897,ayThCZIBPBHhf-iF57dy,tb green pcr kit,Takara Bio,30,No
490134,siThCZIBPBHhf-iF2jqf,mesenchymal stem cell growth medium,Lonza,30,No
235049,gCbiCZIBPBHhf-iFFdmH,pcxle hul,Addgene,30,No
425233,uCXhCZIBPBHhf-iF_slx,uf110,Memmert,30,No
792815,jSjiCZIBPBHhf-iFKylG,n2b27 medium,Thermo Fisher Scientific,30,No
893445,8CXhCZIBPBHhf-iF8jiA,ultrospec 2100 pro spectrophotometer,Cytiva,30,No
605849,hiXiCZIBPBHhf-iFAfuM,medroxyprogesterone acetate mpa,Merck Group,30,No
822057,yCjiCZIBPBHhf-iFLVqc,clone cd28,BioLegend,30,No
578635,0iXhCZIBPBHhf-iF-6qE,c57bl 6 female,Jackson ImmunoResearch,30,No
292109,YyPhCZIBPBHhf-iF0fMz,spss ver 18.0 for windows,IBM,30,No
751371,rSriCZIBPBHhf-iFSlvR,gpes 4,Metrohm,30,No
475697,CiThCZIBPBHhf-iF2juf,opd scan 3,Nidek,30,No
740640,hybiCZIBPBHhf-iFDWod,polyvinylpolypyrrolidone,Merck Group,30,No
752296,qybiCZIBPBHhf-iFD4yi,cell culture plates,Thermo Fisher Scientific,30,No
740650,HCXhCZIBPBHhf-iF_slx,pregnenolone,Merck Group,30,No
608555,2CbiCZIBPBHhf-iFB0Mb,gs115,Thermo Fisher Scientific,30,No
796438,ZCjiCZIBPBHhf-iFMrU5,single bond universal,3M,30,No
779477,OCniCZIBPBHhf-iFQJAL,edu assay kit,Thermo Fisher Scientific,30,No
303637,eiXhCZIBPBHhf-iF_sNw,evom2 meter,World Precision Instruments,30,No
122591,difiCZIBPBHhf-iFGAsM,origin 2021,IBM,30,No
740135,YSThCZIBPBHhf-iF2lCj,enhanced bicinchoninic acid protein assay kit,Beyotime,30,No
794392,kybiCZIBPBHhf-iFD3Wg,expi293 expression system kit,Thermo Fisher Scientific,30,No
477805,UyThCZIBPBHhf-iF56Bv,s88 stimulator,Natus,30,No
235161,6ybiCZIBPBHhf-iFFeCI,gbr12909,Merck Group,30,No
752221,1SThCZIBPBHhf-iF4oRp,agarose beads,Thermo Fisher Scientific,30,No
603489,RCThCZIBPBHhf-iF7vfo,pcr cleanup kit,Corning,30,No
752210,XyThCZIBPBHhf-iF3nOv,monosodium glutamate,Merck Group,30,No
300324,ECPhCZIBPBHhf-iFxps-,cbm30a system,Thermo Fisher Scientific,30,No
772601,gyniCZIBPBHhf-iFRPBn,anti α tubulin clone dm1a,Merck Group,30,No
490179,miviCZIBPBHhf-iFYKoc,azaperone,Johnson & Johnson,30,No
573915,7CPhCZIBPBHhf-iFtGHM,genomestudio v2009,Illumina,30,No
752521,TSjiCZIBPBHhf-iFMpc2,binocular microscope,Leica,30,No
775755,pCniCZIBPBHhf-iFOzuq,fluoro gel 2 with dapi,Electron Microscopy Sciences,30,No
740421,nyXhCZIBPBHhf-iF7hTt,bacteriological agar,Merck Group,30,No
604241,lSXhCZIBPBHhf-iF7gvs,pk 4000,Vector Laboratories,30,No
609196,2ibiCZIBPBHhf-iFDVQa,penicillin streptomycin solution,Biosharp,30,No
175321,b5oPdZQB1-hLfrUPfjcV,food scan lab 78810,Foss,30,No
95989,zifiCZIBPBHhf-iFKPz-,mouse direct pcr kit,Selleck Chemicals,30,No
476856,-yThCZIBPBHhf-iF2jyf,ms 400 transducer,Fujifilm,30,No
648467,5iPhCZIBPBHhf-iFnQIw,ecor1,New England Biolabs,30,No
604156,ByXhCZIBPBHhf-iF7gnr,prostaglandin e2 elisa kit,Cayman Chemical,30,No
753090,_SviCZIBPBHhf-iFVQnZ,mouse serum albumin,Merck Group,30,No
752728,fyfiCZIBPBHhf-iFIZLB,bovine serum albumin (bsa),Corning,30,No
595398,6yniCZIBPBHhf-iFPWzc,cloxacillin,Merck Group,30,No
874498,DiPhCZIBPBHhf-iFvHqM,isobutyl 1 methylxanthine,Merck Group,30,No
641077,CCbiCZIBPBHhf-iFEsJI,mircury array power labeling kit,Qiagen,30,No
718842,fyniCZIBPBHhf-iFPVza,signa pioneer,GE Healthcare,30,No
837496,PSPhCZIBPBHhf-iFy8_j,eclipse plus,Agilent Technologies,30,No
595167,QSniCZIBPBHhf-iFOR9e,isoproterenol,Bio-Techne,30,No
176940,3iriCZIBPBHhf-iFUcsf,statistical package for the social sciences version 11,IBM,30,No
751001,iyThCZIBPBHhf-iF68-B,architect c16000 analyzer,Abbott,30,No
751000,dCThCZIBPBHhf-iF686A,bcl2fastq2 conversion software v2,Illumina,30,No
752714,FCfiCZIBPBHhf-iFH39U,erythropoietin,Thermo Fisher Scientific,30,No
752711,JifiCZIBPBHhf-iFH3ZT,select agar,Thermo Fisher Scientific,30,No
707719,JCXiCZIBPBHhf-iFAfmM,metabochip,Illumina,30,No
874689,CiLhCZIBPBHhf-iFnfYu,glycyrrhizic acid,Merck Group,30,No
752763,xCjiCZIBPBHhf-iFKAb_,binding buffer,BioLegend,30,No
578257,wSThCZIBPBHhf-iF57xz,hrp conjugated goat anti rabbit antibody,Santa Cruz Biotechnology,30,No
604437,8SXhCZIBPBHhf-iF7hDt,cell growth determination kit,Merck Group,30,No
752851,LSziCZIBPBHhf-iFa3s1,sample buffer,Merck Group,30,No
631024,libiCZIBPBHhf-iFGO4J,hp1100 series,Agilent Technologies,30,No
125163,iCviCZIBPBHhf-iFW2Ps,x area,STOE,30,No
476639,jijiCZIBPBHhf-iFK0NJ,hydraulic press,PerkinElmer,30,No
659764,eSXhCZIBPBHhf-iF-HmU,qiacube robotic workstation,Qiagen,30,No
716621,Bp3FHJMBdNj1hjtAk2h-,membrane builder,CHARMM-GUI,30,No
778424,ESbiCZIBPBHhf-iFFciF,minelute 96 uf pcr purification kit,Qiagen,30,No
835274,CyjiCZIBPBHhf-iFMp43,b6.129s2 ighmtm1cgn j,Jackson ImmunoResearch,30,No
424716,JiThCZIBPBHhf-iF68yA,tecnai 12 biotwin microscope,Thermo Fisher Scientific,30,No
608519,6ybiCZIBPBHhf-iFB0Ib,thp 1,Korean Cell Line Bank,30,No
604506,fiXiCZIBPBHhf-iFAdmI,iodixanol,GE Healthcare,30,No
778858,ciXiCZIBPBHhf-iFAfqM,mirneasy mini kit,Thermo Fisher Scientific,30,No
424709,ACjiCZIBPBHhf-iFKyZG,celltracker blue cmf2hc,Thermo Fisher Scientific,30,No
659779,sSXhCZIBPBHhf-iF-HmU,oligonucleotides,GenePharma,30,No
604324,xiXhCZIBPBHhf-iF7g3s,lightcycler 480 2 real time system,Roche,30,No
659780,tSXhCZIBPBHhf-iF-HmU,bglii,Takara Bio,30,No
719269,MCbiCZIBPBHhf-iFBAlM,spss version 13.0 statistical software,IBM,30,No
604305,dSXhCZIBPBHhf-iF7g3s,camp enzyme immunoassay kit,Merck Group,30,No
604662,dyXiCZIBPBHhf-iFAd2J,il 18,BioLegend,30,No
650412,GSfiCZIBPBHhf-iFHDng,xevo tq s tandem mass spectrometer,Waters Corporation,30,No
740296,HiThCZIBPBHhf-iF57Zy,guanidine thiocyanate,Merck Group,30,No
440362,6ybiCZIBPBHhf-iFD3ug,sphygmocor xcel system,CardieX,30,No
609235,GybiCZIBPBHhf-iFDVYa,sp sepharose fast flow,GE Healthcare,30,No
843268,_CfiCZIBPBHhf-iFGAIL,eclipse 200,Nikon,30,No
794223,RyjiCZIBPBHhf-iFN-se,trizole reagent,Thermo Fisher Scientific,30,No
719516,GyLhCZIBPBHhf-iFnf0v,aquilion one vision edition,Canon,30,No
573907,rSniCZIBPBHhf-iFNwYh,genemapper software v5,Thermo Fisher Scientific,30,No
716605,XJ3FHJMBdNj1hjtAk2J3,xs 500i,Sysmex,30,No
629777,GibiCZIBPBHhf-iFFcuG,azurespot analysis software,Azure Biosystems,30,No
603746,qiThCZIBPBHhf-iF7v3p,pro200 homogenizer,PRO Scientific,30,No
603742,oSThCZIBPBHhf-iF7v3p,caspglow fluorescein active caspase 3 staining kit,Abcam,30,No
440243,IibiCZIBPBHhf-iFDVob,matrigel,Takara Bio,30,No
740259,fiThCZIBPBHhf-iF4pNr,hydrogen tetrachloroaurate,Merck Group,30,No
